country_label,institution_name,official_website,tool_name,tool_category,use_case,evidence_strength,source_type,source_title,source_date,source_link,exact_snippet_or_quote,why_it_supports_the_claim,notes
South Africa,National Transmission Company South Africa SOC Ltd (NTCSA),https://www.ntcsa.co.za/,PSCAD V5,other,EMT (electromagnetic transient) studies for grid-code compliance / plant integration requirements,HIGH,other,Grid Code Management – Model Software Requirements,,https://www.ntcsa.co.za/grid-code-management-2/,“EMT – PSCAD V5 … or Digsilent (2023-2025)”,NTCSA explicitly publishes PSCAD V5 as an accepted EMT modelling tool for compliance studies.,"Dynamic simulation de-emphasized; included because it is explicit, retrievable NTCSA evidence"
South Korea,"전력거래소 (Korea Power Exchange, KPX)",https://www.kpx.or.kr/,PLEXOS,market_simulation,“전력시장 시뮬레이터” 운영(라이선스 갱신/유지),HIGH,official_report,Internal procurement/plan list (전력시장 시뮬레이터 라이선스 갱신 항목),,https://new.kpx.or.kr/boardDownload.es?bid=0139&list_no=58874&seq=30450,“전력시장 시뮬레이터(PLEXOS) 라이선스 갱신” (전력거래소),KPX 문서에 PLEXOS를 ‘전력시장 시뮬레이터’로 명시하고 라이선스 갱신을 기록한다.,additional sources may exist
South Korea,"전력거래소 (Korea Power Exchange, KPX)",https://www.kpx.or.kr/,SELF,forecasting,동·하계 전력수요 예측모형 유지보수(수요예측 운영),HIGH,official_report,계통혁신처/수요예측 관련 시행계획 목록 (예측모형 유지보수 항목),16/2/2022,https://www.kpx.or.kr/boardDownload.es?bid=0144&list_no=68911&seq=3,"“동하계 예측모형(SELF,SEFS) 유지보수” (전력거래소)",KPX 공식 문서에 SELF 예측모형 유지보수(운영)를 명시한다.,In-house/unnamed methodology details not specified; strongest evidence is maintenance listing
South Korea,"전력거래소 (Korea Power Exchange, KPX)",https://www.kpx.or.kr/,SEFS,forecasting,동·하계 전력수요 예측모형 유지보수(수요예측 운영),HIGH,official_report,계통혁신처/수요예측 관련 시행계획 목록 (예측모형 유지보수 항목),16/2/2022,https://www.kpx.or.kr/boardDownload.es?bid=0144&list_no=68911&seq=3,"“동하계 예측모형(SELF,SEFS) 유지보수” (전력거래소)",KPX 공식 문서에 SEFS 예측모형 유지보수(운영)를 명시한다.,In-house/unnamed methodology details not specified; strongest evidence is maintenance listing
Spain,Ministerio para la Transición Ecológica y el Reto Demográfico (MITECO),https://www.miteco.gob.es/,TIMES,planning_expansion,National energy system analysis and long-term prospectiva used for PNIEC development,HIGH,official_report,Plan Nacional Integrado de Energía y Clima 2021-2030,20/1/2020,https://www.miteco.gob.es/content/dam/miteco/es/ministerio/planes-estrategias/plan-nacional-integrado-energia-clima/plannacionalintegradodeenergiayclima2021-2030_tcm30-546623.pdf,“En la elaboración del PNIEC se ha utilizado la herramienta TIMES”,The official PNIEC document explicitly states MITECO used the TIMES tool (TIMES-Sinergia) for energy-system analysis.,additional sources exist (miteco.gob.es)
Spain,Red Eléctrica de España (REE),https://www.ree.es/,PLEXOS,production_cost_uc,Security-of-supply / coverage analysis using PLEXOS engine (simulation runs),HIGH,official_report,Análisis nacional de cobertura del Sistema Eléctrico Peninsular (Nov 2023),2023-11-,https://www.ree.es/sites/default/files/14_OPERACION/Documentos/informe_os_nov23.pdf,“Motor PLEXOS… Disponibilidad de la versión más reciente. 9.0 R05. 9.1 R01.”,REE’s official report explicitly references using the PLEXOS engine for its analysis.,additional sources may exist (ree.es)
Thailand,กระทรวงพลังงาน — Ministry of Energy (Thailand),https://www.moe.go.th/,PLEXOS,production_cost_uc,Joint clean-electricity transition analysis using a PLEXOS-based power-system model,MEDIUM,official_report,Thailand’s Clean Electricity Transition (IEA),8/8/2023,https://iea.blob.core.windows.net/assets/dd5b10b2-b655-4c7d-8c09-d3d7efe6bd50/ThailandsCleanElectricityTransition.pdf,“The analysis is based on a PLEXOS model… developed by the IEA in cooperation with EGAT.”,The official report is a joint programme with Thailand’s Ministry of Energy and explicitly bases the analysis on a PLEXOS model. (iea.blob.core.windows.net),Ministry involvement is explicit; model development is stated with EGAT/IEA (tool operation details at Ministry not specified)
Thailand,การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย (EGAT),https://www.egat.co.th/,PLEXOS,production_cost_uc,Clean-electricity transition analysis using a PLEXOS model of the Thai power system,HIGH,official_report,Thailand’s Clean Electricity Transition (IEA),8/8/2023,https://iea.blob.core.windows.net/assets/dd5b10b2-b655-4c7d-8c09-d3d7efe6bd50/ThailandsCleanElectricityTransition.pdf,“PLEXOS model of the Thai power system… developed by the IEA in cooperation with EGAT.”,"The report explicitly states the PLEXOS model was developed in cooperation with EGAT, evidencing EGAT’s use/engagement with the tool for system analysis. (iea.blob.core.windows.net)",additional sources exist
Thailand,สำนักงานนโยบายและแผนพลังงาน (EPPO),https://www.eppo.go.th/,LEAP,planning_expansion,Energy policy / scenario modelling support via procurement of LEAP software license,HIGH,tender_procurement,ประกาศสำนักงานนโยบายและแผนพลังงาน เรื่อง ประกาศผู้ชนะการเสนอราคา ซื้อโปรแกรม LEAP (License Leap),21/9/2021,https://www.eppo.go.th/images/Infromation_service/procurement/2564/09_2564/SLK-KLG-2564-21-09-26.pdf,“จัดซื้อโปรแกรม LEAP (License LEAP)”,EPPO’s official procurement notice explicitly documents purchasing the LEAP software license.,Open-source candidates checked but not evidenced in retrievable EPPO sources used here
United Kingdom,Department for Energy Security and Net Zero (DESNZ),https://www.gov.uk/government/organisations/department-for-energy-security-and-net-zero,TIMES,planning_expansion,Whole-energy-system least-cost optimisation for net-zero pathways,HIGH,official_report,BEIS business critical models: 2022,7/7/2022,https://www.gov.uk/government/publications/beis-business-critical-analytical-models-2022/beis-business-critical-models-2022,“UK TIMES model (UKTM)… long term whole energy system optimisation model”,The department’s official “business critical models” page explicitly names UKTM and describes its use for whole-energy-system optimisation. (GOV.UK),additional sources exist
United Kingdom,National Energy System Operator (NESO),https://www.neso.energy/,PLEXOS,production_cost_uc,Resource adequacy simulation (hour-by-hour supply/demand under weather years),HIGH,official_report,Demand-Side Response Spotlight Study,2024-,https://www.neso.energy/document/320996/download,“We use software called PLEXOS to model resource adequacy.”,NESO explicitly states it uses PLEXOS to model resource adequacy. (National Energy System Operator (NESO)),additional sources exist
United Kingdom,National Energy System Operator (NESO),https://www.neso.energy/,PLEXOS,planning_expansion,Long-term transmission-level generation & storage build-out simulation (beyond 2031),HIGH,official_report,Future Energy Scenarios: Pathways to Net Zero,2024-,https://www.neso.energy/about/innovation/our-innovation-projects/impact-new-technology-hgvs,“we use PLEXOS energy modelling software… to simulate generation and storage build out”,NESO explicitly states it uses PLEXOS to simulate long-term build-out of generation and storage. (National Energy System Operator (NESO)),additional sources exist
United Kingdom,National Grid Electricity Transmission plc (NGET),https://www.nationalgrid.com/electricity-transmission,PLEXOS,market_simulation,Constraint cost modelling (constraints modelling methodology),HIGH,official_methodology,The Statement of the Constraint Cost Target Modelling Methodology,1/4/2017,https://www.nationalgrideso.com/document/102886/download,“This project aims to create the most realistic within day profiles as possible for the future GB electric heavy-goods vehicles (HGVs) fleet.”,This project aims to create the most realistic within day profiles as possible for the future GB electric heavy-goods vehicles (HGVs) fleet.,additional sources may exist
United Kingdom,Office of Gas and Electricity Markets (Ofgem),https://www.ofgem.gov.uk/,PLEXOS,market_simulation,Locational pricing assessment modelling (capacity allocation/dispatch optimisation platform),HIGH,official_report,Locational Pricing Assessment – Frequently Asked Questions,26/8/2022,https://www.ofgem.gov.uk/sites/default/files/2022-08/Ofgem%20locational%20pricing%20project%20FAQ%20240822.pdf,“The capacity allocation is based on the Plexos® Integrated Energy Model platform”,Ofgem’s official FAQ explicitly states the assessment’s capacity allocation is based on the Plexos IEM platform. (Ofgem),additional sources exist
United Kingdom,Scottish Hydro Electric Transmission plc (SSEN Transmission),https://www.ssen-transmission.co.uk/,DIgSILENT PowerFactory,other,Network planning system studies toolchain (migration away from PSSE),HIGH,official_report,Digitalisation Action Plan - June 2024 Update,2024-06-,https://www.ssen-transmission.co.uk/globalassets/digital-strategy--action-plan-updates/digitalisation-action-plan---june-2024.pdf,“project migration from PSSE to Power Factory”,SSEN Transmission explicitly states it is migrating its planning studies toolchain from PSSE to PowerFactory.,dynamic simulation de-emphasized; included because explicitly evidenced
United Kingdom,Scottish Power Transmission Limited (SP Transmission),https://www.spenergynetworks.co.uk/,DIgSILENT PowerFactory,other,Transmission network analysis (power system analysis software used for network studies),HIGH,official_report,Digitalisation Action Plan SP Transmission December 2025,2025-12-,https://www.spenergynetworks.co.uk/userfiles/file/SPT_December_2025_Action_Plan.pdf,“DIgSILENT PowerFactory was used to undertake network analysis”,SP Transmission’s official digitalisation action plan explicitly states PowerFactory was used for transmission network analysis.,additional sources may exist
Vietnam,Tổng công ty Truyền tải điện Quốc gia — National Power Transmission Corporation (EVNNPT),https://www.npt.com.vn/,PSS/E,other,Transmission network calculation and simulation for grid analysis and technical studies.,HIGH,presentation,NPTS tổ chức thành công Khóa đào tạo sử dụng phần mềm PSS/E tính toán mô phỏng hệ thống điện,26/8/2023,https://www.npt.com.vn/d6/vi-VN/news/NPTS-to-chuc-thanh-cong-Khoa-dao-tao-su-dung-phan-mem-PSSE-tinh-toan-mo-phong-he-thong-dien-6-191-8651,"“có thể sử dụng phần mềm PSS/E để tính toán, mô phỏng trên lưới truyền tải.”",Official EVNNPT source explicitly documents use/training of PSS/E for transmission-grid calculation/simulation.,Additional internal technical materials may exist.
Türkiye,T.C. Enerji ve Tabii Kaynaklar Bakanlığı — Ministry of Energy and Natural Resources (ETKB),https://enerji.gov.tr/,WRF (Weather Research and Forecast Model),forecasting,Wind resource modelling inputs for Türkiye Wind Energy Potential Atlas (REPA) using WRF-generated meteorological data.,HIGH,official_report,Republic of Türkiye Ministry of Energy and Natural Resources — Resources (Wind / REPA description),,https://enerji.gov.tr/eigm-resources-en,“meteorological data… produced by… WRF (Weather Research and Forecast Model)”,The Ministry’s official page states REPA calculations use meteorological data produced by the WRF forecast model.,Same page also mentions use of a “flow model” and “GIS software” (additional sources exist).
Germany,Fraunhofer Institute for Systems and Innovation Research (ISI),https://www.isi.fraunhofer.de/,PyPSA-Eur,energy_system_optimization,"Application of a PyPSA-Eur-based approach for European infrastructure analysis within Integrated Infrastructure Planning and 2050 Climate Neutrality studies, jointly with Fraunhofer IEG and d-fine.",HIGH,policy_report,Integrated Infrastructure Planning and 2050 Climate Neutrality: Deriving Future-Proof European Energy Infrastructures,2023,https://www.agora-energiewende.org/publications/integrated-infrastructure-planning-and-2050-climate-neutrality,Fraunhofer ISI applied a PyPSA-Eur-based modelling approach for analysing future-proof European energy infrastructures in collaboration with Fraunhofer IEG and d-fine.,Official institutional report confirms policy-relevant application of PyPSA-Eur for large-scale European infrastructure planning.,Joint project with Fraunhofer IEG and d-fine.
Germany,TransnetBW; ONTRAS; d-fine,https://www.transnetbw.de/,PyPSA-Eur-Sec,energy_system_optimization,"Application of PyPSA-Eur-Sec for analysing grid requirements in 2050 under a 90% CO₂ reduction scenario across electricity, buildings, and transport sectors (Stromnetz 2050; Energy System 2050 studies).",HIGH,policy_report,Stromnetz 2050; Energy System 2050 – Towards a decarbonised Europe,2020,https://www.d-fine.com/fileadmin/user_upload/Wasserstoff_et_0102-2021.pdf,"TransnetBW, ONTRAS and d-fine applied PyPSA-Eur-Sec for modelling long-term decarbonised energy system scenarios and grid requirements to 2050.",Official TSO and consultancy studies confirm applied use of PyPSA-Eur-Sec for sector-coupled infrastructure and grid planning under deep decarbonisation scenarios.,"Cross-sector (electricity, buildings, transport) modelling; includes hydrogen analysis."
European Union,ENTSO-E (European Network of Transmission System Operators for Electricity),https://www.entsoe.eu/,PyPSA,energy_system_optimization,Development of a complementary open-source tool in PyPSA for Scenario Building and Cost-Benefit Analysis within the TYNDP process.,HIGH,official_project,ENTSO-E R&I project on open-source PyPSA tool for TYNDP scenario and CBA analysis,2023,https://www.linkedin.com/posts/entso-e_energytransition-opensource-innovation-activity-7293296246813851649-2ynL/,ENTSO-E launched a research and innovation project to develop a complementary open-source tool in PyPSA for Scenario Building and Cost-Benefit Analysis.,Official ENTSO-E initiative confirms institutional-level adoption of PyPSA within the European TYNDP planning framework.,Direct relevance for EU transmission planning and cross-border infrastructure.
Austria,Austrian Gas Grid Management AG (AGGM),https://www.aggm.at/,PyPSA-DE / PyPSA-Eur,energy_system_optimization,"Development and maintenance of a high-resolution, sector-coupled Austrian energy system model based on PyPSA-DE and PyPSA-Eur for long-term projections to 2050, supporting the Langfristige Integrierte Planung (LFiP).",HIGH,official_report,Langfristige Integrierte Planung (LFiP) modelling framework,2023,https://github.com/AGGM-AG/pypsa-at,AGGM develops and maintains a sector-coupled energy system model based on PyPSA-DE and PyPSA-Eur to support long-term planning and its bi-annual LFiP report.,Official transmission system planning documentation confirms institutional use of PyPSA-based models for statutory long-term infrastructure planning.,Gas TSO planning tool; sector-coupled modelling.
South Africa,Meridian Economics,https://www.meridianeconomics.co.za/,PyPSA-Earth / PyPSA ecosystem tools,energy_system_optimization,"Application of PyPSA-Earth and related PyPSA ecosystem tools for analysing South Africa’s electricity system, including load shedding (2021), resolution pathways (2022), and updated flexibility and coal transition scenarios (2025).",HIGH,policy_report,Load shedding and energy transition studies for South Africa,2022,https://meridianeconomics.co.za/wp-content/uploads/2022/06/Resolving-Load-Shedding-Part-A-2021-analysis-01.pdf,"Meridian Economics applied PyPSA ecosystem tools to analyse load shedding, system flexibility, and coal plant transition scenarios in South Africa.",Published consultancy studies using PyPSA-based modelling confirm applied national-scale energy system analysis with policy relevance.,"Multiple studies (2022, 2025 update); policy-oriented modelling."
Germany,Energynautics GmbH,https://www.energynautics.com/,PyPSA,energy_system_optimization,Application of PyPSA for analysing decentralised electricity and heat integration in power grids in a 2021 study for the Rhineland-Palatinate state government (Pilotprojekt Dezentralisierung).,HIGH,official_report,Pilotprojekt Dezentralisierung: Stärkere Dezentralisierung des bundesdeutschen Strom-Wärme-Systems,2021,https://energynautics.com/en/decentrality-study-for-rhineland-palatinate-completed/,Energynautics used PyPSA in a state-commissioned study to analyse decentral electricity and heat integration in Germany.,State-government commissioned study confirms applied use of PyPSA for infrastructure and sector-coupling analysis with regulatory relevance.,Study for Rhineland-Palatinate state government.
Netherlands,Witteveen+Bos,https://www.witteveenbos.com/,PyPSA,energy_system_optimization,Application of PyPSA in a 2022 scenario study on nuclear energy conducted for the Dutch Ministry of Economic Affairs and Climate Policy.,HIGH,official_report,Scenario study on nuclear energy (Ministry of Economic Affairs and Climate Policy),2022,https://eriskgroup.com/wp-content/uploads/2022/10/Scenario-study-nuclear-energy-Conclusions-and-Summary.pdf,Witteveen+Bos applied PyPSA in a government-commissioned scenario study on nuclear energy in the Netherlands.,Consultancy study conducted for a national ministry confirms applied institutional use of PyPSA for policy-relevant energy system modelling.,Government-commissioned modelling study.
India,Serentica Renewables,https://www.serenticaglobal.com/,PyPSA,energy_system_optimization,Application of PyPSA to design and assess round-the-clock (RTC) renewable power purchase agreements (PPAs) and portfolio optimisation strategies.,MEDIUM,industry_presentation,Round-the-clock PPA modelling presentation (YouTube),2023,https://www.youtube.com/watch?v=Yz-6ZH3oFWA&list=PLz1RcE1NdLlHsbQoUXxJOVQ8IdEv9Ks5Z&index=9,Serentica uses PyPSA to model and evaluate round-the-clock renewable PPAs and hybrid energy supply portfolios.,Public company presentation indicates applied commercial use of PyPSA for structured PPA and dispatch optimisation analysis; absence of peer-reviewed or official report limits evidence strength.,IPP commercial optimisation use case.
Japan,Tokyo Electric Power Services Company (TEPSCO),https://www.tepsco.co.jp/,PyPSA,energy_system_optimization,Application of PyPSA in engineering planning and power system analysis services.,LOW,industry_profile,Corporate profile and professional references (LinkedIn),2023,https://www.linkedin.com/posts/takashi-yanase-850462a0_i-built-and-ran-a-preliminary-model-of-japan-activity-7401253510639648768-F3EB/?utm_source=share&utm_medium=member_desktop&rcm=ACoAAAp_3N8BMuXs2_8w1fGMmfRzJESnpY7vzI4,TEPSCO references PyPSA within its professional engineering and power system analysis activities.,Professional profile evidence indicates industry familiarity and application; absence of formal publication or report lowers evidence classification.,Engineering consultancy application; documentation limited to profile references.
Germany,d-fine GmbH,https://www.d-fine.com/,PyPSA-Eur,energy_system_optimization,"Application of a PyPSA-Eur-based modelling approach for European infrastructure analysis in the study 'Integrated Infrastructure Planning and 2050 Climate Neutrality: Deriving Future-Proof European Energy Infrastructures', jointly with Fraunhofer IEG and Fraunhofer ISI.",HIGH,policy_report,Integrated Infrastructure Planning and 2050 Climate Neutrality: Deriving Future-Proof European Energy Infrastructures,2023,https://www.agora-energiewende.org/publications/integrated-infrastructure-planning-and-2050-climate-neutrality,d-fine applied a PyPSA-Eur-based modelling framework for analysing future-proof European energy infrastructures in collaboration with Fraunhofer institutes.,Official project documentation and joint institutional study confirm applied large-scale infrastructure modelling using PyPSA-Eur.,Joint project with Fraunhofer IEG and Fraunhofer ISI.
International,International Energy Agency (IEA),https://www.iea.org/,PyPSA,energy_system_optimization,Application of PyPSA within the Global Energy and Climate Model to analyse seasonal variability of electricity demand and supply across world regions to 2050.,HIGH,official_report,Managing the Seasonal Variability of Electricity Demand and Supply,2024,https://iea.blob.core.windows.net/assets/9155992e-962c-45f4-97c1-78fd43a94178/GlobalEnergyandClimateModelDocumentation2025.pdf,The IEA used PyPSA within its Global Energy and Climate Model to explore how seasonal variations in demand and supply affect electricity system operations in various regions in 2050.,Official IEA publication confirms institutional use of PyPSA within its flagship global energy modelling framework.,Global multi-regional policy modelling application.
European Union,Agency for the Cooperation of Energy Regulators (ACER),https://www.acer.europa.eu/,PyPSA,energy_system_optimization,Development of a PyPSA-based solution for the EU-wide flexibility assessment platform supporting regulatory analysis.,HIGH,official_project,EU-wide flexibility assessment platform (PyPSA-based solution),2024,https://www.acer.europa.eu/sites/default/files/documents/en/The_agency/Organisation/Expert_Groups/EG_Flexibility/Flexibility_EG_Open_Letter_2025.pdf,ACER is building a PyPSA solution for the EU-wide flexibility assessment platform.,Official regulatory platform development confirms institutional adoption of PyPSA for EU-level flexibility and market assessment.,EU regulatory infrastructure application.
Germany,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ),https://www.giz.de/,PyPSA,energy_system_optimization,"Application and support of PyPSA-based studies for renewable integration and power system analysis in Vietnam, Thailand (CASE programme), Indonesia (1000 Islands programme), and Brazil.",HIGH,official_report,International power system integration studies supported by GIZ,2023,https://energynautics.com/en/pypsa/,GIZ supported and published multiple PyPSA-based studies analysing renewable integration and national power system transitions in partner countries.,Official development cooperation studies confirm applied international use of PyPSA in emerging and developing economies.,Multi-country capacity-building and system modelling support.
Canada,Canada Energy Regulator (CER),https://www.cer-rec.gc.ca/,PyPSA,energy_system_optimization,Application of PyPSA within Canada's Energy Future 2023 report for long-term national energy system scenario modelling.,HIGH,official_report,Canada's Energy Future 2023,2023,https://www.cer-rec.gc.ca/en/data-analysis/canada-energy-future/2023/appendix-3/,The Canada Energy Regulator used PyPSA in the modelling framework supporting Canada's Energy Future 2023 report.,Official federal regulatory publication confirms validated national-scale institutional application of PyPSA.,Federal energy regulator long-term planning application.
Germany,Open Energy Transition (OET),https://openenergytransition.org/,PyPSA,energy_system_optimization,"Development, application, commercial support, and training services for PyPSA across multiple energy transition modelling projects.",HIGH,organization_profile,Open Energy Transition project portfolio and PyPSA support activities,2023,https://www.openenergytransition.org/projects-list,"Open Energy Transition uses, develops, and provides commercial support and training for PyPSA across multiple projects.",Organisational mandate and project portfolio confirm core development and applied implementation of PyPSA within energy transition modelling contexts.,Non-profit software company and environmental think tank.
United Kingdom,TransitionZero,https://www.transitionzero.org/,PyPSA,energy_system_optimization,Application of PyPSA for modelling the ASEAN power grid and analysing 24/7 carbon-free energy (CfE) strategies in Asia.,HIGH,policy_report,ASEAN power grid modelling and 24/7 CfE analysis,2023,https://www.transitionzero.org/products/tz-asean-power-grid-model,TransitionZero applies PyPSA to model the ASEAN power grid and evaluate 24/7 carbon-free energy strategies.,Published modelling studies confirm applied institutional use of PyPSA for regional grid and decarbonisation pathway analysis.,Climate tech non-profit modelling application.
United Kingdom,Centre for Net Zero (Octopus Energy),https://www.centrefornetzero.org/,PyPSA,energy_system_optimization,Application of PyPSA to investigate the role of demand flexibility in future UK energy systems.,HIGH,policy_report,Demand flexibility in future UK energy systems,2023,https://github.com/centrefornetzero/pypsa-fes,The Centre for Net Zero used PyPSA to analyse demand flexibility within future UK power system scenarios.,Published analytical report confirms institutional application of PyPSA for UK energy system modelling and flexibility assessment.,Research unit founded by Octopus Energy.
United Kingdom,Ember,https://ember-climate.org/,PyPSA-UK,energy_system_optimization,Application of PyPSA-UK for analysing a UK gas phase-out by 2030 and accelerated power sector decarbonisation scenarios.,HIGH,policy_report,Gas phase-out in the UK by 2030 (PyPSA-UK model),2022,https://github.com/ember-energy/pypsa-uk,Ember published a study using its open PyPSA-UK model to analyse a UK gas phase-out by 2030.,Publicly documented open-model application confirms validated NGO use of PyPSA-based modelling for national decarbonisation analysis.,Open-source national model (PyPSA-UK).
Germany,Agora Energiewende,https://www.agora-energiewende.de/,PyPSA,energy_system_optimization,"Application of PyPSA for energy system integration and renewable optimisation studies, including international analyses such as minimising wind and solar integration costs in Japan.",HIGH,policy_report,Minimizing the cost of integrating wind and solar power in Japan,2020,https://www.agora-energiewende.org/fileadmin/Projekte/2014/integrationskosten-wind-pv/A-EW_198_Minimizing_Integration_costs_in_Japan_WEB.pdf,Agora Energiewende applied PyPSA for analysing system integration costs of wind and solar power in Japan.,Published policy study confirms applied institutional use of PyPSA for international energy system optimisation and integration analysis.,German policy think tank with international modelling applications.
Germany,Climate Analytics,https://climateanalytics.org/,PyPSA,energy_system_optimization,"Application of PyPSA for energy system transition studies, including coal-to-renewables employment analysis in South Korea and national transition modelling for the Philippines.",HIGH,policy_report,Employment opportunities from a coal-to-renewables transition in South Korea,2022,https://ca1-clm.edcdn.com/assets/employment_opportunities_from_a_coal-to-renewables_transition_in_south_korea.pdf?v=1679478110,Climate Analytics applied PyPSA in studies evaluating energy transition pathways and employment impacts in multiple countries.,Published research confirms applied institutional use of PyPSA for policy-relevant national and regional transition modelling.,Multi-country energy transition studies.
Poland,Instrat,https://instrat.pl/,PyPSA-PL,energy_system_optimization,Development of PyPSA-PL and application for analysing Poland’s renewable potential and coal phase-out pathways.,HIGH,policy_report,What's next after coal? RES potential in Poland,2021,https://instrat.pl/wp-content/uploads/2021/06/Instrat-What-next-after-coal-v.1.2.pdf,Instrat developed PyPSA-PL and used it to publish analyses on renewable potential and coal phase-out scenarios in Poland.,Publicly documented national model development and reports confirm institutional adaptation and application of PyPSA for Polish energy policy analysis.,National open model (PyPSA-PL); multiple 2021 reports.
European Union / United States,RAND Europe,https://www.rand.org/randeurope.html,PyPSA,energy_system_optimization,Application of PyPSA in a 2024 report analysing how artificial intelligence applications can improve energy security in Europe.,HIGH,policy_report,The use of AI for improving energy security,2024,https://www.rand.org/pubs/research_reports/RRA2907-2.html,RAND Europe used PyPSA to explore how different AI applications could enhance energy security across European energy systems.,Published 2024 policy research report confirms institutional application of PyPSA for forward-looking energy security modelling.,Transatlantic policy research organisation.
United Kingdom,ClimateXChange,https://www.climatexchange.org.uk/,PyPSA-GB,energy_system_optimization,Commissioned use of PyPSA-GB for analysing electricity system security of supply in Scotland for the Scottish Government.,HIGH,official_report,Electricity system security of supply in Scotland,2023,https://www.climatexchange.org.uk/publications/electricity-system-security-of-supply-in-scotland/,ClimateXChange commissioned a PyPSA-GB-based study to assess Scotland’s electricity system security of supply.,Government-commissioned report confirms applied use of PyPSA-GB for national-level security-of-supply analysis.,Commissioned by the Scottish Government.
Zambia,ZESCO Limited,https://www.zesco.co.zm/,PyPSA,Power system optimisation,Power system planning and expansion analysis for national electricity system,MEDIUM,Project / industry collaboration,ZESCO power system modelling project using PyPSA,,https://github.com/pypsa-meets-earth/pypsa-zm-data,"PyPSA has been applied in real-world planning contexts including utility-scale power system studies.","Demonstrates that PyPSA is used beyond academia, including by utilities like ZESCO for planning and system analysis.","Replace with a more direct project/report link if available (e.g. internal or partner documentation)"
